Unique ID,Job Title,Salary Estimate,Company Rating,Company Name,Company Location,Headquarters Location,Number of Employees,Date Founded,Type of Ownership,Industry,Sector,Revenue (USD),Quality Score
1990,Data Systems Analyst,"$99,000.00",Unknown,GLIDE MEMORIAL CHURCH,CA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.62
1991,Data Analyst,"$99,000.00",3.7,Take-Two,CA,New York,1001-5000 Employees,1993,Company - Public,Video Games,Media,"$1,000,000,000-$2,000,000,000",6.16
1992,CSV Data Validation Analyst,"$99,000.00",3.9,"Netpace, Inc.",CA,San Ramon,51-200 Employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$10,000,000-$25,000,000",6.28
1993,Senior Data and Fraud Analyst,"$99,000.00",Unknown,Apto Payments,CA,San Francisco,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,5.62
1994,Data and Reporting Analyst,"$99,000.00",3.2,Chinese Community Health Plan,CA,San Francisco,51-200 Employees,Unknown,Company - Private,Insurance Carriers,Insurance,Unknown,5.86
1995,Upstart - Data Analyst,"$99,000.00",Unknown,V3 Talent Partners Inc.,CA,Los Angeles,Unknown,Unknown,Company - Private,Unknown,Unknown,Unknown,5.62
1996,"Position for Lead Data Analyst (Teradata, Oracle, Hadoop)","$92,500.00",3.7,Arkhya Tech,CA,Herndon,1-50 Employees,2017,Company - Private,IT Services,Information Technology,Unknown,5.77
1997,"Data Analyst, Transaction Monitoring","$92,500.00",Unknown,Wish.com,CA,Keswick,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,5.06
1998,Fleet Optimization Data Analyst (Solar + Storage),"$92,500.00",3.2,Stem Inc,CA,Millbrae,51-200 Employees,2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities","$25,000,000-$50,000,000",5.47
1999,Big Data Analyst,"$92,500.00",3.7,"Redolent, Inc",CA,Newark,1-50 Employees,Unknown,Company - Private,"Health, Beauty, & Fitness",Consumer Services,"<$1,000,000",5.77
2000,Business Data Analyst,"$92,500.00",3.8,VLink Inc.,CA,South Windsor,201-500 Employees,2006,Company - Private,IT Services,Information Technology,"$25,000,000-$50,000,000",5.83
2001,Data Analyst,"$92,500.00",4.0,Lorven Technologies Inc,CA,Plainsboro,1-50 Employees,Unknown,Company - Private,Accounting,Accounting & Legal,"<$1,000,000",5.95
2002,Data Analyst,"$92,500.00",5.0,"Staffigo Technical Services, LLC",CA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",6.55
2003,Senior Lead Data Analytics Analyst,"$92,500.00",2.8,Bank of the West,CA,San Francisco,10000+ Employees,1874,Subsidiary or Business Segment,Banks & Credit Unions,Finance,"$2,000,000,000-$5,000,000,000",5.23
2004,Data Analyst w/ Tealium - Remote Work,"$92,500.00",4.0,Two95 International Inc.,CA,Cherry Hill,1-50 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,"$1,000,000-$5,000,000",5.95
2005,Data Analyst,"$92,500.00",2.5,Enclipse,CA,Minneapolis,51-200 Employees,Unknown,Company - Private,IT Services,Information Technology,"$5,000,000-$10,000,000",5.05
2006,"Business Data Analyst Excel, Tableau - 100% Remote - Phoenix, Minneapolis, or Des Moines","$92,500.00",3.7,"PRIMUS Global Services, Inc",CA,Irving,501-1000 Employees,2002,Company - Private,Consulting,Business Services,"$10,000,000-$25,000,000",5.77
2007,Business Data Analyst - Senior/Director : 20,"$92,500.00",4.6,Akraya Inc.,CA,Santa Clara,51-200 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",6.31
2008,Senior Data Analyst,"$92,500.00",3.6,Vida,CA,Vienna,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.71
2009,Senior Data Analyst - User Growth,"$92,500.00",3.4,Redfin,CA,Seattle,1001-5000 Employees,2004,Company - Public,Real Estate,Real Estate,Unknown,5.59
2010,Senior Data Analyst,"$92,500.00",3.5,Flexport,CA,San Francisco,1001-5000 Employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,"$500,000,000 to $1,000,000,000",5.65
2011,"Senior Compliance Data Analyst, Cash App","$92,500.00",4.0,Square,CA,San Francisco,1001-5000 Employees,2009,Company - Public,Computer Hardware & Software,Information Technology,"$1,000,000,000-$2,000,000,000",5.95
2012,Data Analyst,"$92,500.00",4.1,Kforce,CA,Tampa,10000+ Employees,1966,Company - Public,Staffing & Outsourcing,Business Services,"$1,000,000,000-$2,000,000,000",6.01
2013,Procurement Data Analyst,"$92,500.00",3.3,Bio-Rad,CA,Hercules,5001-10000 Employees,1952,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$2,000,000,000-$5,000,000,000",5.53
2014,Master Data Management (MDM) - Business Systems Analyst,"$92,500.00",3.5,Saama,CA,Faridabad,1-50 Employees,2007,Company - Private,Computer Hardware & Software,Information Technology,Unknown,5.65
2015,Sr. Data Analyst - Risk Analysis,"$92,500.00",4.5,OKCoin,CA,San Francisco,501-1000 Employees,2013,Company - Private,Internet,Information Technology,Unknown,6.25
2016,Lead Data Analyst (Product),"$92,500.00",Unknown,Kinship,CA,Chicago,1-50 Employees,Unknown,Company - Private,Advertising & Marketing,Business Services,Unknown,5.06
2017,Lead Data Analyst,"$92,500.00",3.9,Diverse Lynx,CA,Princeton,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",5.89
2018,Salesforce Administrator and Data Analyst,"$92,500.00",Unknown,SF IHSS Public Authority,CA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.06
2019,Alerts Business/Data Analyst,"$92,500.00",3.8,Apex Systems,CA,Glen Allen,1001-5000 Employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,"$2,000,000,000-$5,000,000,000",5.83
2020,Senior Business Data Analyst,"$92,500.00",4.0,Hazelcast,CA,Palo Alto,51-200 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,"$10,000,000-$25,000,000",5.95
2021,BI Developer - Data Analyst,"$92,500.00",4.1,"LeadStack, Inc.",CA,San Francisco,51-200 Employees,2016,Company - Private,IT Services,Information Technology,Unknown,6.01
2022,Biological Data Analyst - Remote,"$92,500.00",Unknown,Parker Institute for Cancer Immunotherapy,CA,San Francisco,51-200 Employees,Unknown,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,Unknown,5.06
2023,Data Systems Analyst (7199U,"$92,500.00",4.1,University of California Berkeley,CA,Berkeley,10000+ Employees,1682,College / University,Colleges & Universities,Education,"$500,000,000 to $1,000,000,000",6.01
2024,Sr. Business and Data Analyst,"$66,000.00",5.0,addastaff,CA,San Mateo,1-50 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,Unknown,4.95
2025,Business Data Analyst - Senior/Director,"$66,000.00",4.5,HireTalent,CA,New York,201-500 Employees,1997,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",4.65
2026,"Lead Data Analyst, BI/Visualizations","$66,000.00",4.8,Chime,CA,San Francisco,201-500 Employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown,4.83
2027,"Lead Data Analyst, BI/Visualizations","$66,000.00",Unknown,Chime Bank,CA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.79
2028,Epic Clarity Data Analyst,"$66,000.00",4.1,APN Software Services Inc.,CA,Newark,51-200 Employees,Unknown,Company - Private,Computer Hardware & Software,Information Technology,"$25,000,000-$50,000,000",4.41
2029,Senior Data Analyst,"$66,000.00",2.7,The Pill Club,CA,San Mateo,201-500 Employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,3.57
2030,Senior Health Data Analyst,"$66,000.00",Unknown,One Medical,CA,South Melbourne,201-500 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,2.79
2031,Business Data Analyst - Senior/Director,"$66,000.00",3.9,"TalentBurst, Inc.",CA,Natick,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",4.29
2032,Sales Finance Data Analyst,"$66,000.00",3.0,Qualys,CA,Foster City,501-1000 Employees,1999,Company - Public,Computer Hardware & Software,Information Technology,"$100,000,000-$500,000,000",3.75
2033,"Senior Business Technology Analyst - MDM / Data Management (San Francisco area, CA)","$66,000.00",3.8,ZS Associates,CA,Evanston,5001-10000 Employees,1983,Company - Private,Consulting,Business Services,Unknown,4.23
2034,Data Integrity Analyst,"$66,000.00",3.1,"I.T. Solutions, Inc.",CA,Monmouth Junction,201-500 Employees,Unknown,Other Organization,IT Services,Information Technology,Unknown,3.81
2035,"Business data analyst - SFO , CA","$66,000.00",3.9,Diverse Lynx,CA,Princeton,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",4.29
2036,Business Data Analyst WITH Data Standards and Migration,"$66,000.00",3.9,Diverse Lynx,CA,Princeton,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",4.29
2037,Senior Data Analyst,"$66,000.00",3.2,QuinStreet,CA,Foster City,501-1000 Employees,1999,Company - Public,Advertising & Marketing,Business Services,"$100,000,000-$500,000,000",3.87
2038,BI Data Analyst / Business Analyst,"$66,000.00",4.4,Alliance IT,CA,Pleasanton,51-200 Employees,2011,Company - Private,IT Services,Information Technology,"$5,000,000-$10,000,000",4.59
2039,Senior Product Data Analyst,"$66,000.00",3.9,LiveCareer,CA,Guaynabo,501-1000 Employees,2005,Company - Private,Internet,Information Technology,Unknown,4.29
2040,"Senior Business Data Analyst, Growth Strategy","$66,000.00",3.5,Square Trade,CA,San Francisco,201-500 Employees,1999,Company - Private,Insurance Carriers,Insurance,"$2,000,000,000-$5,000,000,000",4.05
2041,Senior Product Data Analyst,"$66,000.00",3.6,BOLD,CA,Guaynabo,201-500 Employees,2004,Company - Private,Internet,Information Technology,Unknown,4.11
2042,Data Analyst Junior,"$66,000.00",5.0,"Staffigo Technical Services, LLC",CA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",4.95
2043,"Job Opportunity with Cognizant for Data Analyst at SFO ,CA (NO OPT & NO CPT)","$66,000.00",4.4,"Next Level Business Services, Inc.",CA,Alpharetta,5001-10000 Employees,2007,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",4.59
2044,Senior Data Analyst,"$66,000.00",4.4,The Armada Group,CA,Santa Cruz,51-200 Employees,1995,Company - Private,IT Services,Information Technology,Unknown,4.59
2045,Sr Data Analyst,"$66,000.00",4.9,GoAhead Solutions,CA,South San Francisco,1-50 Employees,2001,Company - Private,IT Services,Information Technology,"$10,000,000-$25,000,000",4.89
2046,Senior Business and Data Analyst,"$66,000.00",5.0,addastaff,CA,San Mateo,1-50 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,Unknown,4.95
2047,Data Analyst - Int,"$60,500.00",4.3,Abacus Service Corporation,CA,Southfield,501-1000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown,4.2
2048,Senior Financial Systems Analyst / Business Intelligence Data Modeler,"$60,500.00",3.8,Franklin Templeton Investments,CA,San Mateo,5001-10000 Employees,1947,Company - Public,Investment Banking & Asset Management,Finance,"$5,000,000,000-$10,000,000,000",3.9
2049,Enrollment & Student Services Data & Systems Operations Analyst,"$60,500.00",3.9,Sutter Health System,CA,Sacramento,10000+ Employees,1981,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$5,000,000,000-$10,000,000,000",3.96
2050,"Lead Data Analyst, Product","$60,500.00",4.8,Chime,CA,San Francisco,201-500 Employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown,4.5
2051,Biological Data Analyst,"$60,500.00",Unknown,Parker Institute for Cancer Immunotherapy,CA,San Francisco,51-200 Employees,Unknown,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,Unknown,2.32
2052,BI Data Analyst - Tibco & Spotfire,"$60,500.00",3.4,Incedo Inc,CA,Iselin,1001-5000 Employees,2012,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",3.66
2053,Data Analyst - Life Sciences,"$60,500.00",3.1,"I.T. Solutions, Inc.",CA,Monmouth Junction,201-500 Employees,Unknown,Other Organization,IT Services,Information Technology,Unknown,3.48
2054,Sr. Data Analyst( Healthcare),"$60,500.00",4.6,Ascent,CA,Concord,1001-5000 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.38
2055,Senior Data Analyst - Health Care Innovation,"$60,500.00",3.4,"Impaq International, Llc",CA,Columbia,201-500 Employees,2001,Company - Private,Consulting,Business Services,"$50,000,000-$100,000,000",3.66
2056,Technical Business Analyst with SQL Data Specialist,"$60,500.00",3.0,"Central Business Solutions, Inc",CA,Fremont,51-200 Employees,Unknown,Company - Private,Consulting,Business Services,"$5,000,000-$10,000,000",3.42
2057,Lead Data Engineer (Capital Markets Business Analyst 2),"$60,500.00",3.6,Wells Fargo,CA,San Francisco,10000+ Employees,1852,Company - Public,Banks & Credit Unions,Finance,"$10,000,000,000+",3.78
2058,Data and Policy Analyst - Writer/Coordinator,"$60,500.00",3.2,Acumen,CA,Burlingame,201-500 Employees,1996,Company - Private,Federal Agencies,Government,"$10,000,000-$25,000,000",3.54
2059,Master Data Management (MDM) - Business Systems Analyst,"$60,500.00",3.4,Saama Technologies Inc,CA,Campbell,501-1000 Employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,3.66
2060,"Sr. BI Data Analyst (with Spotfire Exp & Bio/Pharma/Clinical Industry)-South San Francisco, California (W2)","$60,500.00",3.8,Epikso,CA,Pleasant Hill,51-200 Employees,2015,Company - Private,Research & Development,Business Services,Unknown,3.9
2061,Senior Business Technology Analyst - MDM / Data Management,"$60,500.00",3.0,"ZS Associates, Inc.",CA,Evanston,5001-10000 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,3.42
2062,Senior SAS Data Analyst,"$60,500.00",4.6,The Ascent Services Group,CA,Concord,1001-5000 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.38
2063,Lead Data Analyst,"$60,500.00",3.0,The Accuro Group,CA,Raleigh,201-500 Employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown,3.42
2064,Cybersecurity Analyst (Payment Card Industry Data Security Standards (PCI-DSS)),"$60,500.00",3.7,City and County of San Francisco,CA,San Francisco,5001-10000 Employees,Unknown,Government,Federal Agencies,Government,Unknown,3.84
2065,Business Analyst with Data Loss Prevention (DLP) Concepts,"$60,500.00",3.8,Epikso Inc,CA,Pleasant Hill,51-200 Employees,2015,Company - Private,Research & Development,Business Services,Unknown,3.9
2066,"Sr. Analyst, Financial Data and Reporting","$60,500.00",3.6,Central Garden & Pet Company,CA,Walnut Creek,1001-5000 Employees,1980,Company - Public,Consumer Products Manufacturing,Manufacturing,"$2,000,000,000-$5,000,000,000",3.78
2067,"Lead Data Analyst, Product","$60,500.00",Unknown,Chime Bank,CA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.32
2068,Business Analyst II (Scientific Business Analyst PreClinical Data),"$60,500.00",4.6,Ascent,CA,Concord,1001-5000 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.38
2069,Sr. Process Analyst - Data Privacy Project,"$60,500.00",4.6,The Ascent Services Group,CA,Concord,1001-5000 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.38
2070,Data Analyst-IT II,"$60,500.00",4.1,APN Software Services Inc.,CA,Newark,51-200 Employees,Unknown,Company - Private,Computer Hardware & Software,Information Technology,"$25,000,000-$50,000,000",4.08
2071,Senior Financial Systems Analyst / Business Intelligence Data Modeler,"$60,500.00",Unknown,Franklin Resources,CA,Worthington,1-50 Employees,Unknown,Nonprofit Organization,Unknown,Unknown,Unknown,2.32
2072,Sr. Data Analysts (Banking Domain),"$60,500.00",5.0,Concept Software & Services Inc,CA,Alpharetta,1-50 Employees,1998,Company - Private,Consulting,Business Services,"$1,000,000-$5,000,000",4.62
2073,Data Analyst,"$47,500.00",3.2,Allied Solutions,IN,Carmel,1001-5000 Employees,2001,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,"$100,000,000-$500,000,000",2.76
2074,Healthcare Data Analyst,"$47,500.00",3.3,Navient,IN,Wilmington,5001-10000 Employees,2014,Company - Public,Financial Transaction Processing,Finance,"$2,000,000,000-$5,000,000,000",2.82
2075,Data Analyst,"$47,500.00",3.5,Briljent,IN,Fort Wayne,51-200 Employees,1998,Company - Private,Consulting,Business Services,"$10,000,000-$25,000,000",2.94
2076,"Data Analyst, Predictive Analytics","$47,500.00",4.2,Upper Hand,IN,Indianapolis,1-50 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$1,000,000-$5,000,000",3.36
2077,Healthcare Data Analyst,"$47,500.00",2.8,Vespa Group LLC,IN,Santa Clara,1-50 Employees,Unknown,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services","<$1,000,000",2.52
2078,Data Analyst,"$47,500.00",3.8,Lilt,IN,San Francisco,51-200 Employees,2015,Company - Private,Internet,Information Technology,Unknown,3.12
2079,Data Analyst,"$47,500.00",2.8,BCforward,IN,Indianapolis,1001-5000 Employees,1998,Company - Private,IT Services,Information Technology,"<$1,000,000",2.52
2080,Junior Data Analyst,"$47,500.00",5.0,"Staffigo Technical Services, LLC",IN,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.84
2081,COVID-19 Data Analyst,"$47,500.00",3.6,"Alpha Rae Personnel, Inc.",IN,Fort Wayne,1001-5000 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",3.0
2082,Business Data Analyst,"$47,500.00",3.6,The Fountain Group,IN,Tampa,1001-5000 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",3.0
2083,Junior Data Analyst Python,"$47,500.00",4.2,Gallega Software Solutions Inc,IN,Alpharetta,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,"<$1,000,000",3.36
2084,IT Data Analyst (Power BI),"$47,500.00",4.6,Swoon,IN,Chicago,201-500 Employees,2010,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",3.6
2085,Data Analyst,"$47,500.00",5.0,"Staffigo Technical Services, LLC",IN,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.84
2086,Local Data Analyst - Clinical,"$47,500.00",3.1,Keywords Studios,IN,Dublin,5001-10000 Employees,1998,Company - Public,IT Services,Information Technology,"$50,000,000-$100,000,000",2.7
2087,Quality Data Analyst,"$47,500.00",3.5,Kuehne + Nagel,IN,Feusisberg,10000+ Employees,1890,Company - Private,Logistics & Supply Chain,Transportation & Logistics,"$10,000,000,000+",2.94
2088,Senior Data Analyst,"$47,500.00",4.0,CYNET SYSTEMS,IN,Ashburn,501-1000 Employees,2010,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.24
2089,Ending The HIV Epidemic Data Analyst,"$47,500.00",3.4,Health & Hospital Corporation,IN,Indianapolis,1001-5000 Employees,1951,Company - Private,Health Care Services & Hospitals,Health Care,"$100,000,000-$500,000,000",2.88
2090,Senior Data Analyst,"$47,500.00",2.9,Heartland Payment Systems,IN,Edmond,1001-5000 Employees,1997,Subsidiary or Business Segment,Financial Transaction Processing,Finance,"$2,000,000,000-$5,000,000,000",2.58
2091,Data Analyst Junior,"$47,500.00",5.0,"Staffigo Technical Services, LLC",IN,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.84
2092,Sr. Healthcare Data Analyst,"$47,500.00",3.5,Franciscan Health,IN,Mishawaka,10000+ Employees,1875,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$2,000,000,000-$5,000,000,000",2.94
2093,Sr Data Analyst II,"$47,500.00",2.8,Vespa Group LLC,IN,Santa Clara,1-50 Employees,Unknown,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services","<$1,000,000",2.52
2094,Operations/Quality Data Analyst,"$47,500.00",4.0,Little Raymond's Print Shop,IN,Moosic,51-200 Employees,Unknown,Franchise,"Department, Clothing, & Shoe Stores",Retail,Unknown,3.24
2095,Sr. IT Data Analyst,"$47,500.00",2.7,CNO Financial Group,IN,Carmel,1001-5000 Employees,1979,Company - Public,Insurance Carriers,Insurance,"$2,000,000,000-$5,000,000,000",2.46
2096,Technical Data Analyst,"$51,000.00",3.3,Lionbridge,WA,Waltham,5001-10000 Employees,1996,Company - Private,IT Services,Information Technology,"$500,000,000 to $1,000,000,000",3.03
2097,Senior Product Data Analyst,"$51,000.00",4.3,Remitly,WA,Seattle,1001-5000 Employees,2011,Company - Private,Banks & Credit Unions,Finance,Unknown,3.63
2098,Business Data Analyst,"$51,000.00",3.3,Homesite Group,WA,Boston,1001-5000 Employees,1997,Company - Private,Insurance Carriers,Insurance,Unknown,3.03
2099,Data Analyst,"$51,000.00",4.3,Microsoft Corporation,WA,Redmond,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,"$10,000,000,000+",3.63
2100,Data Analyst,"$51,000.00",4.6,Akraya Inc.,WA,Santa Clara,51-200 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",3.81
2101,IT Data Analyst,"$51,000.00",3.6,Washington Federal,WA,Seattle,1001-5000 Employees,1917,Company - Public,Banks & Credit Unions,Finance,"$500,000,000 to $1,000,000,000",3.21
2102,Data Analyst I,"$51,000.00",3.0,SureCritic,WA,Seattle,1-50 Employees,Unknown,Company - Private,Research & Development,Business Services,"<$1,000,000",2.85
2103,Business Data Analyst - Marketing,"$51,000.00",4.0,Costco Wholesale Corporation,WA,Issaquah,10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail,"$10,000,000,000+",3.45
2104,Business/Data Analyst,"$51,000.00",3.5,TechDigital Corporation,WA,Burnsville,51-200 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,"$10,000,000-$25,000,000",3.15
2105,Demand Response (DR) and Customer Success (CSM) BI and Data Analyst,"$51,000.00",4.3,Microsoft Corporation,WA,Redmond,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,"$10,000,000,000+",3.63
2106,Data Analyst,"$51,000.00",Unknown,Rainier Valley Leadership Academy,WA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.5
2107,Data Development Analyst~,"$51,000.00",4.0,Costco Wholesale Corporation,WA,Issaquah,10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail,"$10,000,000,000+",3.45
2108,Data Analyst,"$51,000.00",3.7,"LendingTree, LLC.",WA,Charlotte,1001-5000 Employees,1996,Company - Public,Lending,Finance,"$500,000,000 to $1,000,000,000",3.27
2109,Data Analyst II,"$51,000.00",2.9,Blue Origin,WA,Kent,1001-5000 Employees,2000,Company - Private,Aerospace & Defense,Aerospace & Defense,"$10,000,000-$25,000,000",2.79
2110,Junior Data Analyst,"$51,000.00",5.0,"Staffigo Technical Services, LLC",WA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",4.05
2111,Junior Data Analyst,"$51,000.00",4.7,"Resource Logistics, Inc.",WA,Edison,51-200 Employees,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,"$10,000,000-$25,000,000",3.87
2112,Data Analyst,"$51,000.00",5.0,"Staffigo Technical Services, LLC",WA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",4.05
2113,"Data Analyst II, QA","$51,000.00",4.2,"iSpot.tv, Inc.",WA,Bellevue,51-200 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,3.57
2114,Data Analyst - Revenue Assurance,"$51,000.00",3.2,Subex,WA,Bengaluru,501-1000 Employees,1992,Company - Public,Enterprise Software & Network Solutions,Information Technology,"$25,000,000-$50,000,000",2.97
2115,Data Standards Analyst,"$51,000.00",3.9,Fred Hutch,WA,Seattle,1001-5000 Employees,1975,Nonprofit Organization,Social Assistance,Non-Profit,"$100,000,000-$500,000,000",3.39
2116,DATA ANALYST,"$51,000.00",3.8,Synaptein Solutions Inc.,WA,Chantilly,1-50 Employees,Unknown,Company - Private,Accounting,Accounting & Legal,"<$1,000,000",3.33
2117,Data Analyst,"$51,000.00",2.9,Wipro Ltd.,WA,Bengaluru,10000+ Employees,1945,Company - Public,IT Services,Information Technology,"$5,000,000,000-$10,000,000,000",2.79
2118,Business Data Analyst,"$51,000.00",3.0,Intelliswift Software Inc,WA,Newark,201-500 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",2.85
2119,Data Analyst,"$51,000.00",3.4,Kelly IT,WA,Unknown,501-1000 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,Unknown,3.09
2120,Data Technician/Analyst/Specialist,"$51,000.00",3.5,"Leo Tech, LLC",WA,Singapore,51-200 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,3.15
2121,Senior Data Analyst,"$51,000.00",3.7,"LendingTree, LLC.",WA,Charlotte,1001-5000 Employees,1996,Company - Public,Lending,Finance,"$500,000,000 to $1,000,000,000",3.27
2122,Security Data Analyst -CTJ,"$78,000.00",4.3,Microsoft Corporation,WA,Redmond,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,"$10,000,000,000+",5.25
2123,Engines Configuration and Data Management Analyst,"$78,000.00",4.4,Protingent,WA,Bellevue,51-200 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",5.31
2124,"Data Standards Analyst in Seattle, Washington | Careers at Fred Hutchinson Cancer Research Center","$78,000.00",3.9,Fred Hutch,WA,Seattle,1001-5000 Employees,1975,Nonprofit Organization,Social Assistance,Non-Profit,"$100,000,000-$500,000,000",5.01
2125,Data Analyst,"$78,000.00",3.7,eTeam Inc.,WA,South Plainfield,51-200 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",4.89
2126,Bilingual Senior Data Analyst (Japanese / English),"$78,000.00",4.0,Nintendo,WA,Kyoto,5001-10000 Employees,Unknown,Company - Public,Video Games,Media,"$10,000,000,000+",5.07
2127,Security Data Analyst,"$78,000.00",Unknown,Amazon Corporate LLC,WA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.82
2128,Data Analyst/Developer,"$78,000.00",3.7,eTeam Inc.,WA,South Plainfield,51-200 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",4.89
2129,Information Security Analyst - Data Loss Prevention,"$78,000.00",4.0,Costco Wholesale Corporation,WA,Issaquah,10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail,"$10,000,000,000+",5.07
2130,Data Analyst/PM (German),"$78,000.00",3.6,Zen3 Infosolutions America Inc,WA,Hyderabad,1001-5000 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,"$100,000,000-$500,000,000",4.83
2131,Partner Training Data Analyst,"$78,000.00",Unknown,Amazon Corporate LLC,WA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.82
2132,Senior Data Analyst and Applied Scientist,"$78,000.00",4.3,Microsoft Corporation,WA,Redmond,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,"$10,000,000,000+",5.25
2133,Senior Data Analyst : 20,"$78,000.00",4.6,Akraya Inc.,WA,Santa Clara,51-200 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",5.43
